0	1	2	3	4	5
(0,)	0.9918367494689201	0.983404539610637	1.780117404386593	1.2663753577744785	10.800157887152807
(1,)	0.9911625289032431	0.9820204349759561	1.8186132354769127	1.3659381799045178	9.971384681640671
(2,)	0.9935068992143652	0.9866161623998981	1.6762159021274414	1.2914967991807274	9.037239264865363
(3,)	0.992559478721854	0.9849301601144097	1.6980235461054576	1.2908650239393893	9.152167855305862
(4,)	0.9924589880421196	0.9845592451154597	1.702119309188716	1.2208456855875944	9.502390277723563
(5,)	0.9906290724234667	0.9808322076196314	1.8779787633663398	1.3501760456542975	10.578402701334568
(6,)	0.9929416722532264	0.9859088090058844	1.6353960441483069	1.1613777086996109	9.510988256510345
(7,)	0.9905125899928617	0.9810208688331861	1.9095161494290134	1.459961512193427	10.85946678309466
(8,)	0.9911058659437175	0.9810757195600515	1.9331240838539383	1.4268072597520174	11.309837452474014
(9,)	0.9900346920979767	0.9800681608148469	1.968993197124268	1.5016884184570287	10.377873896972659
(0, 1)	0.9927814881015481	0.9853637884385014	1.6383596096335136	1.1258306703559242	9.693670775390615
(0, 2)	0.9931766977482466	0.9862946299142252	1.6462601297064952	1.2049856933051402	9.485447204861202
(0, 3)	0.9926884102110115	0.9852313726404323	1.6627601040294977	1.1198639859483066	9.71648617187499
(0, 4)	0.9925095321580488	0.9846965386707445	1.6885568443699983	1.2193036777750983	9.901643297960021
(0, 5)	0.992122741964638	0.9842801420182323	1.7193718839129446	1.1907709152018526	10.175938953559069
(0, 6)	0.9929529695142773	0.9858666281523562	1.6326633805167838	1.172467783793163	9.82990091438809
(0, 7)	0.9920305370970405	0.9840789189573991	1.736236401232166	1.201761670686846	9.905875836045965
(0, 8)	0.992030216413435	0.9840130744844411	1.7396987378837934	1.2479922017686178	10.779095011067781
(0, 9)	0.9914873755183885	0.9828686826751598	1.809009858153509	1.3161002770724863	10.423011753201052
(1, 2)	0.9935838899079268	0.9871931438611977	1.5780936667809842	1.1568444867621466	8.510228276801257
(1, 3)	0.9930849715177614	0.9858214564873681	1.629528710347079	1.1936170524088894	9.138974894097203
(1, 4)	0.9930145569250995	0.9857427552406909	1.6066781162853792	1.1292210844319346	9.12690993391935
(1, 5)	0.9921390883425312	0.9842471959368546	1.6902867157661259	1.2184388640272772	9.469369638020723
(1, 6)	0.9932587329580655	0.9864696003012492	1.5827833641123865	1.1774699200846683	8.959414303168444
(1, 7)	0.9919785507239345	0.9838024924927395	1.7193100133317099	1.332434921495178	9.942087543348563
(1, 8)	0.9927040435851072	0.9852954876621449	1.6508912289134674	1.2108909843478841	9.49612105837683
(1, 9)	0.991931794233394	0.983643885425757	1.7304749127899959	1.2569960957302442	9.698318711805598
(2, 3)	0.9935269248415207	0.9870906791343315	1.5927198879643798	1.1556268476562508	9.073798809678777
(2, 4)	0.9935138970685229	0.9869983854545549	1.6009590481724012	1.1793897874891996	9.21519535644532
(2, 5)	0.9929268107618244	0.9855230195176474	1.6787331816748206	1.2212005476616596	9.175472574544344
(2, 6)	0.993649387551101	0.9871955282343533	1.6014461259303976	1.193053729234439	9.260814449978383
(2, 7)	0.9930022088885051	0.9859652996113161	1.6646260641123622	1.2649627671440768	9.24289562890624
(2, 8)	0.9931010989609732	0.9855938517346076	1.6885814101468728	1.2076118364257766	10.04958488731549
(2, 9)	0.9926431591762356	0.9853245001824142	1.7020416969237335	1.2471392272949213	9.518766770399367
(3, 4)	0.992869602749166	0.9855281214254382	1.6514551989365422	1.207784383355019	9.139707315972203
(3, 5)	0.9925461241204745	0.9850968911780286	1.659892998483989	1.157195438910584	9.507829860839834
(3, 6)	0.9930907829373998	0.9861922681047323	1.6071075333402336	1.1315608761935874	9.982386740668431
(3, 7)	0.9925461366820877	0.9850006625256912	1.6683022420529419	1.2061823459879832	9.894155446614434
(3, 8)	0.9921916616906812	0.9843002943437669	1.719926032604808	1.1656405368245082	9.838554058702215
(3, 9)	0.9919024447300557	0.9836800038253359	1.7571732117112655	1.2342637004123347	9.87443752685546
(4, 5)	0.9924360644455078	0.9849219076646872	1.676443832732105	1.1981024810654937	9.288436471028518
(4, 6)	0.9930853883215535	0.9861196686567018	1.6053533910227964	1.1608586873372104	9.549198425564327
(4, 7)	0.9923084825265731	0.9845936586272018	1.6857808332967879	1.2044451354980463	9.706231615831115
(4, 8)	0.9922247537144891	0.9844464563826639	1.7133554405780598	1.1628863687336946	10.03691460866979
(4, 9)	0.9917465955441334	0.9833322274430365	1.787926684236963	1.252776416096978	9.464465288411517
(5, 6)	0.9927393346302686	0.9854007580000371	1.647086664165797	1.162191568467847	8.995897854058128
(5, 7)	0.9911980668664009	0.9822975515992832	1.8086139481133887	1.274283483832484	10.133235006944403
(5, 8)	0.9919866241009145	0.9833078137638228	1.7640432744782495	1.1915667402343786	10.110929856336867
(5, 9)	0.9915032889907188	0.9830483070008612	1.7937511570304565	1.30899037418623	9.870260411458403
(6, 7)	0.9927488045330419	0.985531948515832	1.6367855597011411	1.227158911634703	9.64055098328997
(6, 8)	0.9925893466589384	0.9849039640698583	1.6952642059224292	1.2286503614365927	9.846054675889718
(6, 9)	0.9922485524236613	0.9845376663379775	1.7117750311401536	1.209285443060999	9.747177097439334
(7, 8)	0.9918203398661886	0.9833630880792364	1.777231842894115	1.3324036079427053	9.896737443467856
(7, 9)	0.9914751552240176	0.9829442575542802	1.790406787252137	1.3426451751572905	10.06719417968749
(8, 9)	0.9911522296570678	0.9822408082504498	1.8493822166382987	1.297129380208304	10.162880082899335
(0, 1, 2)	0.9935119130512237	0.9870405696091877	1.5713686840244883	1.1494764762898733	9.171570054579036
(0, 1, 3)	0.9931828900353319	0.9861457007779415	1.598975707677577	1.1127169815267663	9.652124556043873
(0, 1, 4)	0.9930820147099205	0.9859142367944941	1.6068724319127814	1.1000382926432835	9.389162258300772
(0, 1, 5)	0.9927250839386714	0.9854785920587713	1.6342075519899264	1.1183587145724943	9.3817931737739
(0, 1, 6)	0.993333149649224	0.9866073648116988	1.574301531518725	1.1172275081108722	9.504745622450116
(0, 1, 7)	0.9926268837194869	0.9851705514802829	1.645481722524789	1.1551171424967919	9.648532065375463
(0, 1, 8)	0.9928789690414972	0.9857987460428448	1.6131915878796095	1.15847444432233	9.687510311469225
(0, 1, 9)	0.992416417679899	0.9846680331992659	1.6796211347255479	1.162615457992894	9.857229735351552
(0, 2, 3)	0.9932963672672411	0.9866128757461419	1.6020786763627162	1.1388163767361021	9.39906551399747
(0, 2, 4)	0.9932234092637791	0.9863753633364751	1.6159917783627615	1.1901104040256172	9.57726315334753
(0, 2, 5)	0.9929935886174119	0.9859486949820722	1.6448675736602496	1.15093333317051	9.467305530707506
(0, 2, 6)	0.9934250321519189	0.9868330696265687	1.604082474642216	1.1850568717448269	9.391794225748626
(0, 2, 7)	0.9929975707018586	0.9860348681555107	1.642160271968682	1.180799964925093	9.52560866824011
(0, 2, 8)	0.9929784470687412	0.985834422363754	1.6518499495881003	1.1913446263563827	10.107213918294121
(0, 2, 9)	0.992650972145668	0.9853180445651678	1.6808077554787433	1.1786515366753463	9.867637773329022
(0, 3, 4)	0.9928239957435947	0.9854366877534283	1.6458490664720422	1.1470573018866865	9.636186969618095
(0, 3, 5)	0.9927152819342027	0.98547408031645	1.6474430058137115	1.1590019726969771	9.824530017713798
(0, 3, 6)	0.9930661316079029	0.9861019522428597	1.6085492605783605	1.092327306030274	9.408819568495048
(0, 3, 7)	0.9926843347446535	0.985320919640035	1.6518208218308648	1.1302764062228903	10.12890684874128
(0, 3, 8)	0.9924602608097111	0.9849742840327514	1.6686092085399984	1.1381127082478901	10.050753009657157
(0, 3, 9)	0.9922091678504174	0.9843019329680808	1.7161768884205253	1.1611552779269694	9.972653721625463
(0, 4, 5)	0.9925984322112708	0.9851998175477867	1.6615738163031823	1.1934888865830686	9.461778980902807
(0, 4, 6)	0.9929956590790364	0.9858731924290568	1.623527298646106	1.16075343546553	9.641526720811584
(0, 4, 7)	0.9925103603752623	0.9849435351171865	1.6660363607848896	1.127824360568571	9.79684827343749
